00016912.wav|Foile de porumb se colectează în perioada 15 septembrie – 15 octombrie, când sunt subțiri, elastice, alb-gălbui și fără pete.|Foile de porumb se colectează în perioada 15 septembrie – 15 octombrie, când sunt subțiri, elastice, alb-gălbui și fără pete.
00016913.wav|Prin împletire sau răsucire, fibrele vegetale din pănuși pot fi transformate în lanțuri (cosițe) destul de lungi.|Prin împletire sau răsucire, fibrele vegetale din pănuși pot fi transformate în lanțuri, cosițe, destul de lungi.
00016914.wav|Lanțul se consideră împletit calitativ, dacă grosimea lui este uniformă pe toată lungimea, iar împletitura este rezistentă și are aspect estetic.|Lanțul se consideră împletit calitativ, dacă grosimea lui este uniformă pe toată lungimea, iar împletitura este rezistentă și are aspect estetic.
00016915.wav|Așezându-le în diverse moduri, din lanțurile (cosițele) împletite se pot obține diferite articole (suporturi pentru ace, pentru tacâmuri, pentru vase, pentru aranjamente florale etc.).|Așezându-le în diverse moduri, din lanțurile, cosițele, împletite se pot obține diferite articole, suporturi pentru ace, pentru tacâmuri, pentru vase, pentru aranjamente florale etc..
00016916.wav|Înainte de depozitare, materia primă vegetală trebuie să fie uscată.|Înainte de depozitare, materia primă vegetală trebuie să fie uscată.
00016917.wav|Dacă este umedă sau verde, leagă mănunchiuri sau snopi, pe ea apar defecte majore (pete verzi etc.).|Dacă este umedă sau verde, leagă mănunchiuri sau snopi, pe ea apar defecte majore, pete verzi etc..
00016918.wav|Ea trebuie înșirată, răsucită periodic, pentru a-i asigura o aerisire totală și o bronzare uniformă.|Ea trebuie înșirată, răsucită periodic, pentru a-i asigura o aerisire totală și o bronzare uniformă.
00016919.wav|Culoarea fibrelor poate fi modificată prin: 1.|Culoarea fibrelor poate fi modificată prin: 1.
00016920.wav|Cu cât timpul de bronzare sau de fierbere este mai lung, cu atât culoarea este mai închisă.|Cu cât timpul de bronzare sau de fierbere este mai lung, cu atât culoarea este mai închisă.
00016921.wav|De obicei, pentru confecționarea obiectelor se colectează foile de porumb interioare, care îmbracă știuletele.|De obicei, pentru confecționarea obiectelor se colectează foile de porumb interioare, care îmbracă știuletele.
00016922.wav|Dacă foile nu-s uscate, se expun 2-3 zile la soare, apoi se leagă în mănunchiuri și se păstrează în saci de pânză într-o încăpere uscată, ca să nu se păteze sau ca să nu mucezească.|Dacă foile nu-s uscate, se expun 2-3 zile la soare, apoi se leagă în mănunchiuri și se păstrează în saci de pânză într-o încăpere uscată, ca să nu se păteze sau ca să nu mucezească.
00016923.wav|Foile de porumb se pregătesc pentru lucru în felul următor:|Foile de porumb se pregătesc pentru lucru în felul următor:
00016924.wav|Pentru ca mănunchiul de pănuși să aibă o grosime uniformă, inversăm o jumătate din ele, adică baza fâșiilor o așezăm peste vârfurile pănușilor și vârfurile – peste bază.|Pentru ca mănunchiul de pănuși să aibă o grosime uniformă, inversăm o jumătate din ele, adică baza fâșiilor o așezăm peste vârfurile pănușilor și vârfurile – peste bază.
00016925.wav|Foile de porumb se usucă repede, de aceea fâșiile subțiri nu se răsucesc din timp, ci numai când se lucrează obiectul.|Foile de porumb se usucă repede, de aceea fâșiile subțiri nu se răsucesc din timp, ci numai când se lucrează obiectul.
00016926.wav|Dacă la împletire veți așeza fâșiile cu fața mată în sus, veți obține o cosiță lucioasă.|Dacă la împletire veți așeza fâșiile cu fața mată în sus, veți obține o cosiță lucioasă.
00016927.wav|Există mai multe modalități de răsucire a fibrelor: în palmă, pe masă, cu fusul ș.a. În timpul lucrului, pănușile se usucă și se scurtează.|Există mai multe modalități de răsucire a fibrelor: în palmă, pe masă, cu fusul ș. a. În timpul lucrului, pănușile se usucă și se scurtează.
00016928.wav|De aceea, pentru corpul păpușii, alegem pănușile cele mai lungi, iar pentru detalii — pe cele mai scurte.|De aceea, pentru corpul păpușii, alegem pănușile cele mai lungi, iar pentru detalii – pe cele mai scurte.
00016929.wav|Fâșiile se rotesc în jurul nodului.|Fâșiile se rotesc în jurul nodului.
00016930.wav|În golul format dintre fâșii, se introduce cosița.|În golul format dintre fâșii, se introduce cosița.
00016931.wav|Mănunchiul de fâșii se leagă cu ață strâns, la 2 cm de la vârf.|Mănunchiul de fâșii se leagă cu ață strâns, la 2 cm de la vârf.
00016932.wav|Mănunchiul de fâșii se mai împarte o dată în două părți egale.|Mănunchiul de fâșii se mai împarte o dată în două părți egale.
00016933.wav|Se introduce șiretul și se leagă strâns cu ață corpul la mijloc.|Se introduce șiretul și se leagă strâns cu ață corpul la mijloc.
00016934.wav|Capetele mai lungi ale pănușilor se taie cu foarfeca.|Capetele mai lungi ale pănușilor se taie cu foarfeca.
00016935.wav|Obiectul confecționat se usucă la soare, urmărind periodic ca el să nu se deformeze.|Obiectul confecționat se usucă la soare, urmărind periodic ca el să nu se deformeze.
00016936.wav|Elaborați un proiect de confecționare a unei figurine din pănuși.|Elaborați un proiect de confecționare a unei figurine din pănuși.
00016937.wav|Așterneți pe masa de lucru o peliculă de protecție.|Așterneți pe masa de lucru o peliculă de protecție.
00016938.wav|Lăsați foile de pănuși într-un vas cu apă călduță pentru vreo 10 minute ca să se înmoaie.|Lăsați foile de pănuși într-un vas cu apă călduță pentru vreo 10 minute ca să se înmoaie.
00016939.wav|Scuturați pănușile și înveliți-le într-un ștergar care absoarbe bine umezeala.|Scuturați pănușile și înveliți-le într-un ștergar care absoarbe bine umezeala.
00016940.wav|Pregătiți ustensilele pentru lucru.|Pregătiți ustensilele pentru lucru.
00016941.wav|Repartizați sarcinile între colegii de grup.|Repartizați sarcinile între colegii de grup.
00016942.wav|Confecționați figurina conform proiectului elaborat.|Confecționați figurina conform proiectului elaborat.
00016943.wav|Evaluați lucrările proprii și pe cele ale colegilor.|Evaluați lucrările proprii și pe cele ale colegilor.
00016944.wav|Comentați afirmația: Articolele împletite din fibre vegetale sunt ușoare, ecologice, pure, comode și moderne.|Comentați afirmația: Articolele împletite din fibre vegetale sunt ușoare, ecologice, pure, comode și moderne.
00016945.wav|Explicați ce relație există între obiectele reprezentate în imaginile de mai jos.|Explicați ce relație există între obiectele reprezentate în imaginile de mai jos.
00016946.wav|Florile pe care le cultivăm în grădina din jurul casei au, de regulă, tulpina ierboasă, moale, subțire, fragedă.|Florile pe care le cultivăm în grădina din jurul casei au, de regulă, tulpina ierboasă, moale, subțire, fragedă.
00016947.wav|Aceste plante se numesc erbacee.|Aceste plante se numesc erbacee.
00016948.wav|O altă categorie de plante sunt cele de apartament.|O altă categorie de plante sunt cele de apartament.
00016949.wav|Ele sunt gingașe, nu rezistă la frig și de aceea trebuie ținute în încăperi.|Ele sunt gingașe, nu rezistă la frig și de aceea trebuie ținute în încăperi.
00016950.wav|Există și plante decorative lemnoase, care sunt rezistente la ger și pot ierna afară.|Există și plante decorative lemnoase, care sunt rezistente la ger și pot ierna afară.
00016951.wav|Pentru cultivarea florilor este foarte important să știm ce tip de sol li se potrivește, care sunt condițiile de mediu adecvate, să folosim îngrășămintele potrivite și să le colectăm corect semințele.|Pentru cultivarea florilor este foarte important să știm ce tip de sol li se potrivește, care sunt condițiile de mediu adecvate, să folosim îngrășămintele potrivite și să le colectăm corect semințele.
00016952.wav|Proprietățile decorative cele mai prețioase ale florilor sunt: culoarea, forma, durata și specificul înfloririi.|Proprietățile decorative cele mai prețioase ale florilor sunt: culoarea, forma, durata și specificul înfloririi.
00016953.wav|Spațiile cu flori din fața casei sau a școlii, de regulă, au formă de cerc (rond) sau de straturi dispuse după dorința persoanei care le-a plantat.|Spațiile cu flori din fața casei sau a școlii, de regulă, au formă de cerc, rond, sau de straturi dispuse după dorința persoanei care le-a plantat.
00016954.wav|Omul crește plante decorative din cele mai vechi timpuri.|Omul crește plante decorative din cele mai vechi timpuri.
00016955.wav|Trandafirul și lotusul, de exemplu, erau cultivați și acum 5-6 mii de ani.|Trandafirul și lotusul, de exemplu, erau cultivați și acum 5-6 mii de ani.
00016956.wav|Pentru ca florile să înflorească pe rând, o perioadă cât mai îndelungată, mai întâi trebuie sădite plantele perene, iar la anumite intervale, treptat – cele anuale.|Pentru ca florile să înflorească pe rând, o perioadă cât mai îndelungată, mai întâi trebuie sădite plantele perene, iar la anumite intervale, treptat – cele anuale.
00016957.wav|Din sămânța mică iese pomul mare.|Din sămânța mică iese pomul mare.
00016958.wav|Semințele se colectează, după anumite reguli (schema 8.2), de la plantele sănătoase, bine dezvoltate.|Semințele se colectează, după anumite reguli, schema 8.2,  de la plantele sănătoase, bine dezvoltate.
00016959.wav|Semințele colectate se înșiră pe o hârtie, într-un loc uscat, pentru câteva zile, apoi se sortează în pliculețe de hârtie, pe care se scrie denumirea plantei.|Semințele colectate se înșiră pe o hârtie, într-un loc uscat, pentru câteva zile, apoi se sortează în pliculețe de hârtie, pe care se scrie denumirea plantei.
00016960.wav|Semințele se păstrează într-o încăpere uscată, la temperatura de 4-10°C, fiind bune pentru semănat în decurs de 3 ani.|Semințele se păstrează într-o încăpere uscată, la temperatura de 4-10°C, fiind bune pentru semănat în decurs de 3 ani.
00016961.wav|Observă ce plante decorative cresc în grădina voastră; scrie în caiet denumirile lor, notează când înfloresc.|Observă ce plante decorative cresc în grădina voastră; scrie în caiet denumirile lor, notează când înfloresc.
00016962.wav|Plantele floricole se pot înmulți prin două metode: prin semințe și pe cale vegetativă.|Plantele floricole se pot înmulți prin două metode: prin semințe și pe cale vegetativă.
00016963.wav|Semințele din care va crește răsadul sunt semănate în lăzi sau în ghivece cu 1-1,5 luni înainte de plantarea acestuia.|Semințele din care va crește răsadul sunt semănate în lăzi sau în ghivece cu 1-1,5 luni înainte de plantarea acestuia.
00016964.wav|Pentru a asigura o dezvoltare cât mai bună a plantelor floricole, solul se fertilizează prin introducerea îngrășămintelor.|Pentru a asigura o dezvoltare cât mai bună a plantelor floricole, solul se fertilizează prin introducerea îngrășămintelor.
00016965.wav|La semănatul florilor, vom folosi pământ ușor, nisipos, mraniță (gunoi de grajd putred) și pământ ameste- cat cu frunze putrezite.|La semănatul florilor, vom folosi pământ ușor, nisipos, mraniță, gunoi de grajd putred, și pământ ameste- cat cu frunze putrezite.
00016966.wav|Până la încolțirea semințelor, răsadnița se poate ține la umbră sau chiar la întuneric, dar imediat după răsărirea plantelor, va fi plasată la lumină.|Până la încolțirea semințelor, răsadnița se poate ține la umbră sau chiar la întuneric, dar imediat după răsărirea plantelor, va fi plasată la lumină.
00016967.wav|Multe plante decorative (gălbenele, maci, brumărele etc.) se seamănă în sol la sfârșitul toamnei.|Multe plante decorative, gălbenele, maci, brumărele etc., se seamănă în sol la sfârșitul toamnei.
00016968.wav|Pentru efectuarea muncilor agricole avem nevoie de diferite unelte de lucrat solul.|Pentru efectuarea muncilor agricole avem nevoie de diferite unelte de lucrat solul.
00016969.wav|Prin butași: O porțiune din tulpină, din rădăcină sau din frunze se ia de la planta-mamă și se pune la înrădăcinat.|Prin butași: O porțiune din tulpină, din rădăcină sau din frunze se ia de la planta-mamă și se pune la înrădăcinat.
00016970.wav|Prin părți de tufă: Plantele care înfloresc primăvara se divid toamna și invers.|Prin părți de tufă: Plantele care înfloresc primăvara se divid toamna și invers.
00016971.wav|Prin drajoni: Primăvara, se despart lăstarii porniți din rădăcini (drajoni).|Prin drajoni: Primăvara, se despart lăstarii porniți din rădăcini, drajoni.
00016972.wav|Prin altoire: Un mugure, numit altoi, se transplantează de la o plantă pe o altă plantă, numită portaltoi.|Prin altoire: Un mugure, numit altoi, se transplantează de la o plantă pe o altă plantă, numită portaltoi.
00016973.wav|Prin marcotaj: Se îndoaie lăstarii de un an și se introduc în nisip, la adâncimea de 10-15 cm, apoi se acoperă cu pământ.|Prin marcotaj: Se îndoaie lăstarii de un an și se introduc în nisip, la adâncimea de 10-15 cm, apoi se acoperă cu pământ.
00016974.wav|Înmulțirea plantelor floricole perene prin semințe.|Înmulțirea plantelor floricole perene prin semințe.
00016975.wav|Se sapă bine și se mărunțește solul.|Se sapă bine și se mărunțește solul.
00016976.wav|Se sapă bine și se mărunțește solul.|Se sapă bine și se mărunțește solul.
00016977.wav|Dacă semănatul a fost făcut în sol ușor și, mai ales, primăvara târziu, după acoperire cu pământ, suprafața locului însămânțat trebuie apăsată cu scândura de sădit.|Dacă semănatul a fost făcut în sol ușor și, mai ales, primăvara târziu, după acoperire cu pământ, suprafața locului însămânțat trebuie apăsată cu scândura de sădit.
00016978.wav|Locul semănat se stropește bine cu apă.|Locul semănat se stropește bine cu apă.
00016979.wav|Pământul trebuie stropit cu atenție, pentru a nu descoperi semințele.|Pământul trebuie stropit cu atenție, pentru a nu descoperi semințele.
00016980.wav|Semințele se acoperă cu un strat subțire de gunoi de grajd și/sau resturi de plante bine putrezite, amestecate cu nisip.|Semințele se acoperă cu un strat subțire de gunoi de grajd și/sau resturi de plante bine putrezite, amestecate cu nisip.
00016981.wav|Suprafața însămânțată se apasă cu scândura de sădit.|Suprafața însămânțată se apasă cu scândura de sădit.
00016982.wav|Suprafața însămânțată se stropește bine.|Suprafața însămânțată se stropește bine.
00016983.wav|Dacă răsadul crește prea des, el trebuie repicat (replantat la distanțe mai mari).|Dacă răsadul crește prea des, el trebuie repicat, replantat la distanțe mai mari.
00016984.wav|Distanța dintre firele de răsad trebuie să fie de 7-8 cm (vezi Fişa tehnologică:|Distanța dintre firele de răsad trebuie să fie de 7-8 cm, vezi Fişa tehnologică:
00016985.wav|Transplantarea firelor de răsad de flori).|Transplantarea firelor de răsad de flori.
00016986.wav|Dacă pământul e prea umed, rădăcina plantelor poate putrezi.|Dacă pământul e prea umed, rădăcina plantelor poate putrezi.
00016987.wav|Răsadul se va uda atunci când pământul începe să se usuce la suprafață.|Răsadul se va uda atunci când pământul începe să se usuce la suprafață.
00016988.wav|Se alege locul pentru transplantarea răsadului.|Se alege locul pentru transplantarea răsadului.
00016989.wav|Se marchează rândurile și locurile de plantare a firelor de răsad.|Se marchează rândurile și locurile de plantare a firelor de răsad.
00016990.wav|Se fac brazdele, cu săpăliga, la distanța de 20-40 cm una de alta.|Se fac brazdele, cu săpăliga, la distanța de 20-40 cm una de alta.
00016991.wav|Se sapă cuiburile pentru firele de răsad.|Se sapă cuiburile pentru firele de răsad.
00016992.wav|Se udă bine solul din jurul cuiburilor.|Se udă bine solul din jurul cuiburilor.
00016993.wav|Se scoate cu atenție, cu o lopățică, câte un fir de răsad cu tot cu pământ și se transplantează în cuiburile pregătite.|Se scoate cu atenție, cu o lopățică, câte un fir de răsad cu tot cu pământ și se transplantează în cuiburile pregătite.
00016994.wav|Se udă solul în jurul firelor sădite, apoi se presară deasupra pământ uscat.|Se udă solul în jurul firelor sădite, apoi se presară deasupra pământ uscat.
00016995.wav|Pământul din jurul firelor plantate se bătătorește puțin.|Pământul din jurul firelor plantate se bătătorește puțin.
00016996.wav|Brazdele pentru rânduri se fac la distanțe diferite, în funcție de florile care vor fi plantate.|Brazdele pentru rânduri se fac la distanțe diferite, în funcție de florile care vor fi plantate.
00016997.wav|Se toarnă nisip în ghiveci sau în lădiță.|Se toarnă nisip în ghiveci sau în lădiță.
00016998.wav|Se taie, cu cuțitul, butași de la planta-mamă (de 5-8 cm lungime).|Se taie, cu cuțitul, butași de la planta-mamă, de 5-8 cm lungime.
00016999.wav|Butașii se plantează în ghiveci sau în lădiță, la o adâncime de 1 cm și la o distanță de 4-5 cm unul de altul.|Butașii se plantează în ghiveci sau în lădiță, la o adâncime de 1 cm și la o distanță de 4-5 cm unul de altul.
00017000.wav|Ghiveciul sau lădița se acoperă cu o bucată de sticlă și se pune într-un loc călduros (16-18°C).|Ghiveciul sau lădița se acoperă cu o bucată de sticlă și se pune într-un loc călduros, 16-18°C.
00017001.wav|Se pregătește porțiunea de sol pe care se vor răsădi plantele (solul se sapă cu hârlețul și se nivelează cu grebla).|Se pregătește porțiunea de sol pe care se vor răsădi plantele, solul se sapă cu hârlețul și se nivelează cu grebla.
00017002.wav|Se taie și se separă o parte din rădăcina plantei (bujor, garofiță etc.).|Se taie și se separă o parte din rădăcina plantei, bujor, garofiță etc..
00017003.wav|Segmentul de rădăcină divizat se plantează în cuib și se udă.|Segmentul de rădăcină divizat se plantează în cuib și se udă.
00017004.wav|Condițiile principale de creștere a plantelor sunt: căldura, lumina, apa, hrana, aerul.|Condițiile principale de creștere a plantelor sunt: căldura, lumina, apa, hrana, aerul.
00017005.wav|Plantele de cameră: primula, palmierii, oleandrul, lămâiul se cultivă la temperaturi de 8-16°C; monstera, ficusul – la temperaturi de 18-25°C.|Plantele de cameră: primula, palmierii, oleandrul, lămâiul se cultivă la temperaturi de 8-16°C; monstera, ficusul – la temperaturi de 18-25°C.
00017006.wav|Flori frumoase sunt multe, dar nu toate au miros dulce.|Flori frumoase sunt multe, dar nu toate au miros dulce.
00017007.wav|Este recomandabil ca plantele de cameră să fie scoase în aer liber pe perioada verii, iar înainte de a le aduce în casă, în luna octombrie, e necesar să fie efectuate următoarele acțiuni:|Este recomandabil ca plantele de cameră să fie scoase în aer liber pe perioada verii, iar înainte de a le aduce în casă, în luna octombrie, e necesar să fie efectuate următoarele acțiuni:
00017008.wav|Plantele trebuie aranjate în casă într-un loc luminos și ferit de curenții de aer.|Plantele trebuie aranjate în casă într-un loc luminos și ferit de curenții de aer.
00017009.wav|Atunci când udăm florile de cameră, este important să nu uităm că apa care are temperatura de 1°C pătrunde în rădăcina plantei de 7 ori mai încet decât apa încălzită până la temperatura de 20°C.|Atunci când udăm florile de cameră, este important să nu uităm că apa care are temperatura de 1°C pătrunde în rădăcina plantei de 7 ori mai încet decât apa încălzită până la temperatura de 20°C.
00017010.wav|Din când în când, este nevoie să le facem florilor „baie“ cu apă și săpun.|Din când în când, este nevoie să le facem florilor „baie„ cu apă și săpun.
00017011.wav|Mai întâi, se elimină praful de pe frunze cu o periuță de dinți, apoi frunzele se șterg cu un burete sau cu o cârpă moale.|Mai întâi, se elimină praful de pe frunze cu o periuță de dinți, apoi frunzele se șterg cu un burete sau cu o cârpă moale.
00017012.wav|După aceea, plantele se mai spală o dată cu stropitoarea.|După aceea, plantele se mai spală o dată cu stropitoarea.
00017013.wav|Aproape toate florile care cresc în grădină pot fi puse în vaze, pentru a împodobi un interior.|Aproape toate florile care cresc în grădină pot fi puse în vaze, pentru a împodobi un interior.
00017014.wav|Florile cu tul- pina lungă se pun în vaze înalte, iar cele cu tulpina scurtă – în vaze joase.|Florile cu tul- pina lungă se pun în vaze înalte, iar cele cu tulpina scurtă – în vaze joase.
00017015.wav|Nu toate florile se pot asocia în același buchet.|Nu toate florile se pot asocia în același buchet.
00017016.wav|Există flori care se ofilesc foarte repede, dacă stau în aceeași vază cu altele.|Există flori care se ofilesc foarte repede, dacă stau în aceeași vază cu altele.
00017017.wav|Astăzi sunt foarte căutate aranjamentele (compozițiile) florale realizate pentru diverse ocazii (ca element de decor sau pentru cadouri etc.).|Astăzi sunt foarte căutate aranjamentele, compozițiile, florale realizate pentru diverse ocazii, ca element de decor sau pentru cadouri etc..
00017018.wav|Un aranjament floral presupune folosirea unei singure sau a câtorva specii de flori, asortate cu diverse frunze și rămurele de plante decorative.|Un aranjament floral presupune folosirea unei singure sau a câtorva specii de flori, asortate cu diverse frunze și rămurele de plante decorative.
00017019.wav|Oamenii din toată lumea iubesc florile, le cresc, le îngrijesc, le aduc în case și se bucură de frumusețea lor.|Oamenii din toată lumea iubesc florile, le cresc, le îngrijesc, le aduc în case și se bucură de frumusețea lor.
00017020.wav|În Japonia, aranjamentul floral este o artă cu tradiții seculare.|În Japonia, aranjamentul floral este o artă cu tradiții seculare.
00017021.wav|Tehnica de aranjare a florilor (în vase) după anumite principii este numită ikebana.|Tehnica de aranjare a florilor, în vase, după anumite principii este numită ikebana.
00017022.wav|Elevii din grupul al III-lea au tăiat cu foarfeca trandafiri, lalele și narcise.|Elevii din grupul al III-lea au tăiat cu foarfeca trandafiri, lalele și narcise.
00017023.wav|Au umplut vaza cu apă din robinet și au pus în ea florile.|Au umplut vaza cu apă din robinet și au pus în ea florile.
00017024.wav|Către sfârșitul lecției, buchetul s-a ofilit.|Către sfârșitul lecției, buchetul s-a ofilit.
00017025.wav|Legumele se cultivă pe terenuri deschise, în parcele.|Legumele se cultivă pe terenuri deschise, în parcele.
00017026.wav|Lucrările de pregătire a solului se efectuează toamna târziu, după recoltarea tuturor culturilor.|Lucrările de pregătire a solului se efectuează toamna târziu, după recoltarea tuturor culturilor.
00017027.wav|Când suprafața cultivată este mare, solul se ară, iar în grădini – se sapă.|Când suprafața cultivată este mare, solul se ară, iar în grădini – se sapă.
00017028.wav|Tot atunci se adaugă și gunoiul de grajd, care se îngroapă la o adâncime de 20–25 cm.|Tot atunci se adaugă și gunoiul de grajd, care se îngroapă la o adâncime de 20 – 25 cm.
00017029.wav|Pământul trebuie lucrat numai când are un grad de umezeală potrivit.|Pământul trebuie lucrat numai când are un grad de umezeală potrivit.
00017030.wav|Acest lucru poate fi determinat prin strângerea în mână a unui pumn de pământ: lăsat să cadă, el trebuie să se sfărâme.|Acest lucru poate fi determinat prin strângerea în mână a unui pumn de pământ: lăsat să cadă, el trebuie să se sfărâme.
00017031.wav|Culturile legumicole, la fel ca și cele floricole, se pot înmulți prin semănare directă sau prin plantarea răsadului.|Culturile legumicole, la fel ca și cele floricole, se pot înmulți prin semănare directă sau prin plantarea răsadului.
00017032.wav|Înainte de semănat, solul de pe straturi se mărunțește și se nivelează, apoi se întinde o sfoară, de-a lungul căreia, cu un colț al sapei, se fac șănțulețe la distanță potrivită pentru fiecare legumă.|Înainte de semănat, solul de pe straturi se mărunțește și se nivelează, apoi se întinde o sfoară, de-a lungul căreia, cu un colț al sapei, se fac șănțulețe la distanță potrivită pentru fiecare legumă.
00017033.wav|Semințele se seamănă cu mâna și apoi, cu dosul greblei, se acoperă cu pământ, bătătorind puțin pământul de-a lungul rândului.|Semințele se seamănă cu mâna și apoi, cu dosul greblei, se acoperă cu pământ, bătătorind puțin pământul de-a lungul rândului.
00017034.wav|Răsadul se poate cumpăra sau se poate crește acasă.|Răsadul se poate cumpăra sau se poate crește acasă.
00017035.wav|Răsadul trebuie plantat în așa fel încât să nu se oprească din creștere.|Răsadul trebuie plantat în așa fel încât să nu se oprească din creștere.
00017036.wav|El se udă, apoi se scoate cu tot cu pământul care se ține de rădăcină și se plantează în cuiburile făcute cu săpăliga.|El se udă, apoi se scoate cu tot cu pământul care se ține de rădăcină și se plantează în cuiburile făcute cu săpăliga.
00017037.wav|Răsadul plantat se udă bine, însă, o perioadă de câteva zile (5–8 zile) după plantare, nu se mai udă, ca să-și facă rădăcini în adâncime.|Răsadul plantat se udă bine, însă, o perioadă de câteva zile, 5 – 8 zile, după plantare, nu se mai udă, ca să-și facă rădăcini în adâncime.
00017038.wav|Roșiile (tomatele) se cultivă prin răsad.|Roșiile, tomatele, se cultivă prin răsad.
00017039.wav|Se plantează înainte de a înflori.|Se plantează înainte de a înflori.
00017040.wav|Răsadul nu trebuie udat prea mult, pentru că poate crește prea firav.|Răsadul nu trebuie udat prea mult, pentru că poate crește prea firav.
00017041.wav|Pentru ca planta să crească viguroasă, ea are nevoie de multă lumină și aer.|Pentru ca planta să crească viguroasă, ea are nevoie de multă lumină și aer.
00017042.wav|Roșiile de vară și cele de toamnă se plantează în martie-aprilie.|Roșiile de vară și cele de toamnă se plantează în martie-aprilie.
00017043.wav|Distanța dintre rânduri trebuie să fie de 80-85 cm, iar cea dintre plante – de 30-35 cm.|Distanța dintre rânduri trebuie să fie de 80-85 cm, iar cea dintre plante – de 30-35 cm.
00017044.wav|Roșiile se prășesc de 5-6 ori.|Roșiile se prășesc de 5-6 ori.
00017045.wav|Lăstarii de sub frunze (copilii) se rup de mici, de 5-10 cm.|Lăstarii de sub frunze, copilii, se rup de mici, de 5-10 cm.
00017046.wav|Pe tulpină pot rămâne 2-3 copili.|Pe tulpină pot rămâne 2-3 copili.
00017047.wav|Roșiile de vară se pot susține pe spalier, adică pe o sârmă întinsă la înălțimea de 50-70 cm.|Roșiile de vară se pot susține pe spalier, adică pe o sârmă întinsă la înălțimea de 50-70 cm.
00017048.wav|Roșiile de toamnă se pot lega pe araci.|Roșiile de toamnă se pot lega pe araci.
00017049.wav|Varza de toamnă se seamănă în straturi prin luna mai, iar răsadul se plantează între 15 iunie și 10 iulie.|Varza de toamnă se seamănă în straturi prin luna mai, iar răsadul se plantează între 15 iunie și 10 iulie.
00017050.wav|Distanța dintre rândurile plantate trebuie să fie de 50-60 cm.|Distanța dintre rândurile plantate trebuie să fie de 50-60 cm.
00017051.wav|Varza trebuie udată des, adăugându-i-se periodic îngrășăminte, în special gunoi de grajd.|Varza trebuie udată des, adăugându-i-se periodic îngrășăminte, în special gunoi de grajd.
00017052.wav|Omul are nevoie de 122 kg de legume pe an, dintre care 45-48 kg revin verzei.|Omul are nevoie de 122 kg de legume pe an, dintre care 45-48 kg revin verzei.
00017053.wav|Ceapa se cultivă prin arpagic.|Ceapa se cultivă prin arpagic.
00017054.wav|Acesta se cumpără sau se obține prin semănarea foarte deasă a semințelor de ceapă.|Acesta se cumpără sau se obține prin semănarea foarte deasă a semințelor de ceapă.
00017055.wav|Se consideră cel mai bun de plantat arpagicul de dimensiunile unei alune, tare și neîncolțit.|Se consideră cel mai bun de plantat arpagicul de dimensiunile unei alune, tare și neîncolțit.
00017056.wav|Arpagicul se plantează în rânduri făcute la o distanță de 18-20 cm.|Arpagicul se plantează în rânduri făcute la o distanță de 18-20 cm.
00017057.wav|Pe rând, între fire, se va menține o distanță de 10-12 cm, îngropându-se în sol astfel ca să nu i se vadă vârful.|Pe rând, între fire, se va menține o distanță de 10-12 cm, îngropându-se în sol astfel ca să nu i se vadă vârful.
00017058.wav|Ceapa se prășește de mai multe ori și se plivește, nu se udă.|Ceapa se prășește de mai multe ori și se plivește, nu se udă.
00017059.wav|Usturoiul se cultivă prin cățeii de usturoi.|Usturoiul se cultivă prin cățeii de usturoi.
00017060.wav|Se poate planta și toamna, pentru a avea usturoi verde primăvara devreme.|Se poate planta și toamna, pentru a avea usturoi verde primăvara devreme.
00017061.wav|Pentru a evita răspândirea bolilor, plantele bolnave se adună din grădină și se ard.|Pentru a evita răspândirea bolilor, plantele bolnave se adună din grădină și se ard.
00017062.wav|De la plantele bolnave nu se colectează semințe.|De la plantele bolnave nu se colectează semințe.
00017063.wav|Roșiile, ardeii, vinetele, castraveții se stropesc cu zeamă bordeleză (10 l de apă, 100 g de piatră-vânătă, 100 g de var stins).|Roșiile, ardeii, vinetele, castraveții se stropesc cu zeamă bordeleză, 10 l de apă, 100 g de piatră-vânătă, 100 g de var stins.
00017064.wav|Dăunătorii care produc cele mai mari pagube culturilor legumicole sunt gândacii-de-Colorado.|Dăunătorii care produc cele mai mari pagube culturilor legumicole sunt gândacii-de-Colorado.
00017065.wav|Se recomandă ca ei să fie adunați manual și apoi distruși.|Se recomandă ca ei să fie adunați manual și apoi distruși.
00017066.wav|Coropișnițele, omizile și alți dăunători se nimicesc ori de câte ori apar.|Coropișnițele, omizile și alți dăunători se nimicesc ori de câte ori apar.
00017067.wav|O parte dintre dăunători și buruieni pot fi distruși de frigul din timpul iernii.|O parte dintre dăunători și buruieni pot fi distruși de frigul din timpul iernii.
00017068.wav|La acest lucru contribuie și săpatul (aratul) de toamnă.|La acest lucru contribuie și săpatul, aratul, de toamnă.
00017069.wav|Lăcusta-i mititică, da tare mult strică.|Lăcusta-i mititică, da tare mult strică.
00017070.wav|Găsiți cheia de rezolvare a rebusului și veți afla care sunt condițiile principale de creștere a plantelor.|Găsiți cheia de rezolvare a rebusului și veți afla care sunt condițiile principale de creștere a plantelor.
00017071.wav|Într-un an, o familie din 4-5 persoane, inclusiv copii, are nevoie de 500-600 kg de legume.|Într-un an, o familie din 4-5 persoane, inclusiv copii, are nevoie de 500-600 kg de legume.
